,Date,Holiday,SiteId
1844,2016-04-25,Liberation Day,76
1845,2016-05-01,International Workers' Day,76
1846,2016-06-02,Republic Day,76
1847,2016-08-15,Assumption of Mary to Heaven,76
1848,2016-11-01,All Saints Day,76
1849,2016-12-08,Immaculate Conception,76
1850,2016-12-25,Christmas Day,76
1851,2016-12-26,St Stephen's Day,76
1852,2017-01-01,New year,76
1853,2017-01-06,Epiphany,76
1854,2017-04-17,Easter Monday,76
1855,2017-04-25,Liberation Day,76
1856,2017-05-01,International Workers' Day,76
1857,2017-06-02,Republic Day,76
1858,2017-08-15,Assumption of Mary to Heaven,76
1859,2017-11-01,All Saints Day,76
1860,2017-12-08,Immaculate Conception,76
1861,2017-12-25,Christmas Day,76
1862,2017-12-26,St Stephen's Day,76
1863,2015-01-01,New year,76
1864,2015-01-06,Epiphany,76
1865,2015-04-06,Easter Monday,76
1866,2015-04-25,Liberation Day,76
1867,2015-05-01,International Workers' Day,76
1868,2015-06-02,Republic Day,76
1869,2015-08-15,Assumption of Mary to Heaven,76
1870,2015-11-01,All Saints Day,76
1871,2015-12-08,Immaculate Conception,76
1872,2015-12-25,Christmas Day,76
1873,2015-12-26,St Stephen's Day,76
1874,2016-01-01,New year,77
1875,2016-02-09,Entrudo,77
1876,2016-03-25,Good Friday,77
1877,2016-03-27,Easter Sunday,77
1878,2016-04-25,Dia da Liberdade,77
1879,2016-05-01,Dia do Trabalhador,77
1880,2016-06-10,Dia de Portugal,77
1881,2016-08-15,Assunção de Nossa Senhora,77
1882,2016-12-08,Imaculada Conceição,77
1883,2016-12-25,Christmas Day,77
1884,2014-01-01,New year,77
1885,2014-03-04,Entrudo,77
1886,2014-04-18,Good Friday,77
1887,2014-04-20,Easter Sunday,77
1888,2014-04-25,Dia da Liberdade,77
1889,2014-05-01,Dia do Trabalhador,77
1890,2014-06-10,Dia de Portugal,77
1891,2014-08-15,Assunção de Nossa Senhora,77
1892,2014-12-08,Imaculada Conceição,77
1893,2014-12-25,Christmas Day,77
1894,2015-01-01,New year,77
1895,2015-02-17,Entrudo,77
1896,2015-04-03,Good Friday,77
1897,2015-04-05,Easter Sunday,77
1898,2015-04-25,Dia da Liberdade,77
1899,2015-05-01,Dia do Trabalhador,77
1900,2015-06-10,Dia de Portugal,77
1901,2015-08-15,Assunção de Nossa Senhora,77
1902,2015-12-08,Imaculada Conceição,77
1903,2015-12-25,Christmas Day,77
1904,2016-01-01,New year,78
1905,2016-02-09,Entrudo,78
1906,2016-03-25,Good Friday,78
1907,2016-03-27,Easter Sunday,78
1908,2016-04-25,Dia da Liberdade,78
1909,2016-05-01,Dia do Trabalhador,78
1910,2016-06-10,Dia de Portugal,78
1911,2016-08-15,Assunção de Nossa Senhora,78
1912,2016-12-08,Imaculada Conceição,78
1913,2016-12-25,Christmas Day,78
1914,2014-01-01,New year,78
1915,2014-03-04,Entrudo,78
1916,2014-04-18,Good Friday,78
1917,2014-04-20,Easter Sunday,78
1918,2014-04-25,Dia da Liberdade,78
1919,2014-05-01,Dia do Trabalhador,78
1920,2014-06-10,Dia de Portugal,78
1921,2014-08-15,Assunção de Nossa Senhora,78
1922,2014-12-08,Imaculada Conceição,78
1923,2014-12-25,Christmas Day,78
1924,2015-01-01,New year,78
1925,2015-02-17,Entrudo,78
1926,2015-04-03,Good Friday,78
1927,2015-04-05,Easter Sunday,78
1928,2015-04-25,Dia da Liberdade,78
1929,2015-05-01,Dia do Trabalhador,78
1930,2015-06-10,Dia de Portugal,78
1931,2015-08-15,Assunção de Nossa Senhora,78
1932,2015-12-08,Imaculada Conceição,78
1933,2015-12-25,Christmas Day,78
1934,2016-01-01,New year,83
1935,2016-01-06,Epiphany,83
1936,2016-03-28,Easter Monday,83
1937,2016-04-25,Liberation Day,83
1938,2016-05-01,International Workers' Day,83
1939,2016-06-02,Republic Day,83
1940,2016-08-15,Assumption of Mary to Heaven,83
1941,2016-11-01,All Saints Day,83
1942,2016-12-08,Immaculate Conception,83
1943,2016-12-25,Christmas Day,83
1944,2016-12-26,St Stephen's Day,83
1945,2017-01-01,New year,83
1946,2017-01-06,Epiphany,83
1947,2017-04-17,Easter Monday,83
1948,2017-04-25,Liberation Day,83
1949,2017-05-01,International Workers' Day,83
1950,2017-06-02,Republic Day,83
1951,2017-08-15,Assumption of Mary to Heaven,83
1952,2017-11-01,All Saints Day,83
1953,2017-12-08,Immaculate Conception,83
1954,2017-12-25,Christmas Day,83
1955,2017-12-26,St Stephen's Day,83
1956,2015-01-01,New year,83
1957,2015-01-06,Epiphany,83
1958,2015-04-06,Easter Monday,83
1959,2015-04-25,Liberation Day,83
1960,2015-05-01,International Workers' Day,83
1961,2015-06-02,Republic Day,83
1962,2015-08-15,Assumption of Mary to Heaven,83
1963,2015-11-01,All Saints Day,83
1964,2015-12-08,Immaculate Conception,83
1965,2015-12-25,Christmas Day,83
1966,2015-12-26,St Stephen's Day,83
1967,2016-01-01,New year,84
1968,2016-01-06,Epiphany,84
1969,2016-03-28,Easter Monday,84
1970,2016-04-25,Liberation Day,84
1971,2016-05-01,International Workers' Day,84
1972,2016-06-02,Republic Day,84
1973,2016-08-15,Assumption of Mary to Heaven,84
1974,2016-11-01,All Saints Day,84
1975,2016-12-08,Immaculate Conception,84
1976,2016-12-25,Christmas Day,84
1977,2016-12-26,St Stephen's Day,84
1978,2017-01-01,New year,84
1979,2017-01-06,Epiphany,84
1980,2017-04-17,Easter Monday,84
1981,2017-04-25,Liberation Day,84
1982,2017-05-01,International Workers' Day,84
1983,2017-06-02,Republic Day,84
1984,2017-08-15,Assumption of Mary to Heaven,84
1985,2017-11-01,All Saints Day,84
1986,2017-12-08,Immaculate Conception,84
1987,2017-12-25,Christmas Day,84
1988,2017-12-26,St Stephen's Day,84
1989,2015-01-01,New year,84
1990,2015-01-06,Epiphany,84
1991,2015-04-06,Easter Monday,84
1992,2015-04-25,Liberation Day,84
1993,2015-05-01,International Workers' Day,84
1994,2015-06-02,Republic Day,84
1995,2015-08-15,Assumption of Mary to Heaven,84
1996,2015-11-01,All Saints Day,84
1997,2015-12-08,Immaculate Conception,84
1998,2015-12-25,Christmas Day,84
1999,2015-12-26,St Stephen's Day,84
2000,2016-01-01,New year,85
2001,2016-01-06,Epiphany,85
2002,2016-03-28,Easter Monday,85
2003,2016-04-25,Liberation Day,85
2004,2016-05-01,International Workers' Day,85
2005,2016-06-02,Republic Day,85
2006,2016-08-15,Assumption of Mary to Heaven,85
2007,2016-11-01,All Saints Day,85
2008,2016-12-08,Immaculate Conception,85
2009,2016-12-25,Christmas Day,85
2010,2016-12-26,St Stephen's Day,85
2011,2017-01-01,New year,85
2012,2017-01-06,Epiphany,85
2013,2017-04-17,Easter Monday,85
2014,2017-04-25,Liberation Day,85
2015,2017-05-01,International Workers' Day,85
2016,2017-06-02,Republic Day,85
2017,2017-08-15,Assumption of Mary to Heaven,85
2018,2017-11-01,All Saints Day,85
2019,2017-12-08,Immaculate Conception,85
2020,2017-12-25,Christmas Day,85
2021,2017-12-26,St Stephen's Day,85
2022,2015-01-01,New year,85
2023,2015-01-06,Epiphany,85
2024,2015-04-06,Easter Monday,85
2025,2015-04-25,Liberation Day,85
2026,2015-05-01,International Workers' Day,85
2027,2015-06-02,Republic Day,85
2028,2015-08-15,Assumption of Mary to Heaven,85
2029,2015-11-01,All Saints Day,85
2030,2015-12-08,Immaculate Conception,85
2031,2015-12-25,Christmas Day,85
2032,2015-12-26,St Stephen's Day,85
2033,2016-01-01,New year,86
2034,2016-01-06,Epiphany,86
2035,2016-03-28,Easter Monday,86
2036,2016-04-25,Liberation Day,86
2037,2016-05-01,International Workers' Day,86
2038,2016-06-02,Republic Day,86
2039,2016-08-15,Assumption of Mary to Heaven,86
2040,2016-11-01,All Saints Day,86
2041,2016-12-08,Immaculate Conception,86
2042,2016-12-25,Christmas Day,86
2043,2016-12-26,St Stephen's Day,86
2044,2017-01-01,New year,86
2045,2017-01-06,Epiphany,86
2046,2017-04-17,Easter Monday,86
2047,2017-04-25,Liberation Day,86
2048,2017-05-01,International Workers' Day,86
2049,2017-06-02,Republic Day,86
2050,2017-08-15,Assumption of Mary to Heaven,86
2051,2017-11-01,All Saints Day,86
2052,2017-12-08,Immaculate Conception,86
2053,2017-12-25,Christmas Day,86
2054,2017-12-26,St Stephen's Day,86
2055,2014-01-01,New year,86
2056,2014-01-06,Epiphany,86
2057,2014-04-21,Easter Monday,86
2058,2014-04-25,Liberation Day,86
2059,2014-05-01,International Workers' Day,86
2060,2014-06-02,Republic Day,86
2061,2014-08-15,Assumption of Mary to Heaven,86
2062,2014-11-01,All Saints Day,86
2063,2014-12-08,Immaculate Conception,86
2064,2014-12-25,Christmas Day,86
2065,2014-12-26,St Stephen's Day,86
2066,2015-01-01,New year,86
2067,2015-01-06,Epiphany,86
2068,2015-04-06,Easter Monday,86
2069,2015-04-25,Liberation Day,86
2070,2015-05-01,International Workers' Day,86
2071,2015-06-02,Republic Day,86
2072,2015-08-15,Assumption of Mary to Heaven,86
2073,2015-11-01,All Saints Day,86
2074,2015-12-08,Immaculate Conception,86
2075,2015-12-25,Christmas Day,86
2076,2015-12-26,St Stephen's Day,86
2077,2016-01-01,New year,87
2078,2016-01-06,Epiphany,87
2079,2016-03-28,Easter Monday,87
2080,2016-04-25,Liberation Day,87
2081,2016-05-01,International Workers' Day,87
2082,2016-06-02,Republic Day,87
2083,2016-08-15,Assumption of Mary to Heaven,87
2084,2016-11-01,All Saints Day,87
2085,2016-12-08,Immaculate Conception,87
2086,2016-12-25,Christmas Day,87
2087,2016-12-26,St Stephen's Day,87
2088,2017-01-01,New year,87
2089,2017-01-06,Epiphany,87
2090,2017-04-17,Easter Monday,87
2091,2017-04-25,Liberation Day,87
2092,2017-05-01,International Workers' Day,87
2093,2017-06-02,Republic Day,87
2094,2017-08-15,Assumption of Mary to Heaven,87
2095,2017-11-01,All Saints Day,87
2096,2017-12-08,Immaculate Conception,87
2097,2017-12-25,Christmas Day,87
2098,2017-12-26,St Stephen's Day,87
2099,2014-01-01,New year,87
2100,2014-01-06,Epiphany,87
2101,2014-04-21,Easter Monday,87
2102,2014-04-25,Liberation Day,87
2103,2014-05-01,International Workers' Day,87
2104,2014-06-02,Republic Day,87
2105,2014-08-15,Assumption of Mary to Heaven,87
2106,2014-11-01,All Saints Day,87
2107,2014-12-08,Immaculate Conception,87
2108,2014-12-25,Christmas Day,87
2109,2014-12-26,St Stephen's Day,87
2110,2015-01-01,New year,87
2111,2015-01-06,Epiphany,87
2112,2015-04-06,Easter Monday,87
2113,2015-04-25,Liberation Day,87
2114,2015-05-01,International Workers' Day,87
2115,2015-06-02,Republic Day,87
2116,2015-08-15,Assumption of Mary to Heaven,87
2117,2015-11-01,All Saints Day,87
2118,2015-12-08,Immaculate Conception,87
2119,2015-12-25,Christmas Day,87
2120,2015-12-26,St Stephen's Day,87
2121,2016-01-01,New year,88
2122,2016-01-06,Epiphany,88
2123,2016-03-28,Easter Monday,88
2124,2016-04-25,Liberation Day,88
2125,2016-05-01,International Workers' Day,88
2126,2016-06-02,Republic Day,88
2127,2016-08-15,Assumption of Mary to Heaven,88
2128,2016-11-01,All Saints Day,88
2129,2016-12-08,Immaculate Conception,88
2130,2016-12-25,Christmas Day,88
2131,2016-12-26,St Stephen's Day,88
2132,2017-01-01,New year,88
2133,2017-01-06,Epiphany,88
2134,2017-04-17,Easter Monday,88
2135,2017-04-25,Liberation Day,88
2136,2017-05-01,International Workers' Day,88
2137,2017-06-02,Republic Day,88
2138,2017-08-15,Assumption of Mary to Heaven,88
2139,2017-11-01,All Saints Day,88
2140,2017-12-08,Immaculate Conception,88
2141,2017-12-25,Christmas Day,88
2142,2017-12-26,St Stephen's Day,88
2143,2015-01-01,New year,88
2144,2015-01-06,Epiphany,88
2145,2015-04-06,Easter Monday,88
2146,2015-04-25,Liberation Day,88
2147,2015-05-01,International Workers' Day,88
2148,2015-06-02,Republic Day,88
2149,2015-08-15,Assumption of Mary to Heaven,88
2150,2015-11-01,All Saints Day,88
2151,2015-12-08,Immaculate Conception,88
2152,2015-12-25,Christmas Day,88
2153,2015-12-26,St Stephen's Day,88
2154,2016-01-01,New year,89
2155,2016-01-06,Epiphany,89
2156,2016-03-28,Easter Monday,89
2157,2016-04-25,Liberation Day,89
2158,2016-05-01,International Workers' Day,89
2159,2016-06-02,Republic Day,89
2160,2016-08-15,Assumption of Mary to Heaven,89
2161,2016-11-01,All Saints Day,89
2162,2016-12-08,Immaculate Conception,89
2163,2016-12-25,Christmas Day,89
2164,2016-12-26,St Stephen's Day,89
2165,2017-01-01,New year,89
2166,2017-01-06,Epiphany,89
2167,2017-04-17,Easter Monday,89
2168,2017-04-25,Liberation Day,89
2169,2017-05-01,International Workers' Day,89
2170,2017-06-02,Republic Day,89
2171,2017-08-15,Assumption of Mary to Heaven,89
2172,2017-11-01,All Saints Day,89
2173,2017-12-08,Immaculate Conception,89
2174,2017-12-25,Christmas Day,89
2175,2017-12-26,St Stephen's Day,89
2176,2015-01-01,New year,89
2177,2015-01-06,Epiphany,89
2178,2015-04-06,Easter Monday,89
2179,2015-04-25,Liberation Day,89
2180,2015-05-01,International Workers' Day,89
2181,2015-06-02,Republic Day,89
2182,2015-08-15,Assumption of Mary to Heaven,89
2183,2015-11-01,All Saints Day,89
2184,2015-12-08,Immaculate Conception,89
2185,2015-12-25,Christmas Day,89
2186,2015-12-26,St Stephen's Day,89
2187,2016-01-01,New year,90
2188,2016-01-06,Epiphany,90
2189,2016-03-28,Easter Monday,90
2190,2016-04-25,Liberation Day,90
2191,2016-05-01,International Workers' Day,90
2192,2016-06-02,Republic Day,90
2193,2016-08-15,Assumption of Mary to Heaven,90
2194,2016-11-01,All Saints Day,90
2195,2016-12-08,Immaculate Conception,90
2196,2016-12-25,Christmas Day,90
2197,2016-12-26,St Stephen's Day,90
2198,2017-01-01,New year,90
2199,2017-01-06,Epiphany,90
2200,2017-04-17,Easter Monday,90
2201,2017-04-25,Liberation Day,90
2202,2017-05-01,International Workers' Day,90
2203,2017-06-02,Republic Day,90
2204,2017-08-15,Assumption of Mary to Heaven,90
2205,2017-11-01,All Saints Day,90
2206,2017-12-08,Immaculate Conception,90
2207,2017-12-25,Christmas Day,90
2208,2017-12-26,St Stephen's Day,90
2209,2015-01-01,New year,90
2210,2015-01-06,Epiphany,90
2211,2015-04-06,Easter Monday,90
2212,2015-04-25,Liberation Day,90
2213,2015-05-01,International Workers' Day,90
2214,2015-06-02,Republic Day,90
2215,2015-08-15,Assumption of Mary to Heaven,90
2216,2015-11-01,All Saints Day,90
2217,2015-12-08,Immaculate Conception,90
2218,2015-12-25,Christmas Day,90
2219,2015-12-26,St Stephen's Day,90
2220,2016-01-01,New year,92
2221,2016-01-06,Epiphany,92
2222,2016-03-28,Easter Monday,92
2223,2016-04-25,Liberation Day,92
2224,2016-05-01,International Workers' Day,92
2225,2016-06-02,Republic Day,92
2226,2016-08-15,Assumption of Mary to Heaven,92
2227,2016-11-01,All Saints Day,92
2228,2016-12-08,Immaculate Conception,92
2229,2016-12-25,Christmas Day,92
2230,2016-12-26,St Stephen's Day,92
2231,2017-01-01,New year,92
2232,2017-01-06,Epiphany,92
2233,2017-04-17,Easter Monday,92
2234,2017-04-25,Liberation Day,92
2235,2017-05-01,International Workers' Day,92
2236,2017-06-02,Republic Day,92
2237,2017-08-15,Assumption of Mary to Heaven,92
2238,2017-11-01,All Saints Day,92
2239,2017-12-08,Immaculate Conception,92
2240,2017-12-25,Christmas Day,92
2241,2017-12-26,St Stephen's Day,92
2242,2015-01-01,New year,92
2243,2015-01-06,Epiphany,92
2244,2015-04-06,Easter Monday,92
2245,2015-04-25,Liberation Day,92
2246,2015-05-01,International Workers' Day,92
2247,2015-06-02,Republic Day,92
2248,2015-08-15,Assumption of Mary to Heaven,92
2249,2015-11-01,All Saints Day,92
2250,2015-12-08,Immaculate Conception,92
2251,2015-12-25,Christmas Day,92
2252,2015-12-26,St Stephen's Day,92
2253,2016-01-01,New year,93
2254,2016-01-06,Epiphany,93
2255,2016-03-28,Easter Monday,93
2256,2016-04-25,Liberation Day,93
2257,2016-05-01,International Workers' Day,93
2258,2016-06-02,Republic Day,93
2259,2016-08-15,Assumption of Mary to Heaven,93
2260,2016-11-01,All Saints Day,93
2261,2016-12-08,Immaculate Conception,93
2262,2016-12-25,Christmas Day,93
2263,2016-12-26,St Stephen's Day,93
2264,2017-01-01,New year,93
2265,2017-01-06,Epiphany,93
2266,2017-04-17,Easter Monday,93
2267,2017-04-25,Liberation Day,93
2268,2017-05-01,International Workers' Day,93
2269,2017-06-02,Republic Day,93
2270,2017-08-15,Assumption of Mary to Heaven,93
2271,2017-11-01,All Saints Day,93
2272,2017-12-08,Immaculate Conception,93
2273,2017-12-25,Christmas Day,93
2274,2017-12-26,St Stephen's Day,93
2275,2014-01-01,New year,93
2276,2014-01-06,Epiphany,93
2277,2014-04-21,Easter Monday,93
2278,2014-04-25,Liberation Day,93
2279,2014-05-01,International Workers' Day,93
2280,2014-06-02,Republic Day,93
2281,2014-08-15,Assumption of Mary to Heaven,93
2282,2014-11-01,All Saints Day,93
2283,2014-12-08,Immaculate Conception,93
2284,2014-12-25,Christmas Day,93
2285,2014-12-26,St Stephen's Day,93
2286,2015-01-01,New year,93
2287,2015-01-06,Epiphany,93
2288,2015-04-06,Easter Monday,93
2289,2015-04-25,Liberation Day,93
2290,2015-05-01,International Workers' Day,93
2291,2015-06-02,Republic Day,93
2292,2015-08-15,Assumption of Mary to Heaven,93
2293,2015-11-01,All Saints Day,93
2294,2015-12-08,Immaculate Conception,93
2295,2015-12-25,Christmas Day,93
2296,2015-12-26,St Stephen's Day,93
2297,2016-01-01,New year,94
2298,2016-01-06,Epiphany,94
2299,2016-03-28,Easter Monday,94
2300,2016-04-25,Liberation Day,94
2301,2016-05-01,International Workers' Day,94
2302,2016-06-02,Republic Day,94
2303,2016-08-15,Assumption of Mary to Heaven,94
2304,2016-11-01,All Saints Day,94
2305,2016-12-08,Immaculate Conception,94
2306,2016-12-25,Christmas Day,94
2307,2016-12-26,St Stephen's Day,94
2308,2017-01-01,New year,94
2309,2017-01-06,Epiphany,94
2310,2017-04-17,Easter Monday,94
2311,2017-04-25,Liberation Day,94
2312,2017-05-01,International Workers' Day,94
2313,2017-06-02,Republic Day,94
2314,2017-08-15,Assumption of Mary to Heaven,94
2315,2017-11-01,All Saints Day,94
2316,2017-12-08,Immaculate Conception,94
2317,2017-12-25,Christmas Day,94
2318,2017-12-26,St Stephen's Day,94
2319,2015-01-01,New year,94
2320,2015-01-06,Epiphany,94
2321,2015-04-06,Easter Monday,94
2322,2015-04-25,Liberation Day,94
2323,2015-05-01,International Workers' Day,94
2324,2015-06-02,Republic Day,94
2325,2015-08-15,Assumption of Mary to Heaven,94
2326,2015-11-01,All Saints Day,94
2327,2015-12-08,Immaculate Conception,94
2328,2015-12-25,Christmas Day,94
2329,2015-12-26,St Stephen's Day,94
2330,2016-01-01,New year,96
2331,2016-01-06,Epiphany,96
2332,2016-03-28,Easter Monday,96
2333,2016-04-25,Liberation Day,96
2334,2016-05-01,International Workers' Day,96
2335,2016-06-02,Republic Day,96
2336,2016-08-15,Assumption of Mary to Heaven,96
2337,2016-11-01,All Saints Day,96
2338,2016-12-08,Immaculate Conception,96
2339,2016-12-25,Christmas Day,96
2340,2016-12-26,St Stephen's Day,96
2341,2017-01-01,New year,96
2342,2017-01-06,Epiphany,96
2343,2017-04-17,Easter Monday,96
2344,2017-04-25,Liberation Day,96
2345,2017-05-01,International Workers' Day,96
2346,2017-06-02,Republic Day,96
2347,2017-08-15,Assumption of Mary to Heaven,96
2348,2017-11-01,All Saints Day,96
2349,2017-12-08,Immaculate Conception,96
2350,2017-12-25,Christmas Day,96
2351,2017-12-26,St Stephen's Day,96
2352,2015-01-01,New year,96
2353,2015-01-06,Epiphany,96
2354,2015-04-06,Easter Monday,96
2355,2015-04-25,Liberation Day,96
2356,2015-05-01,International Workers' Day,96
2357,2015-06-02,Republic Day,96
2358,2015-08-15,Assumption of Mary to Heaven,96
2359,2015-11-01,All Saints Day,96
2360,2015-12-08,Immaculate Conception,96
2361,2015-12-25,Christmas Day,96
2362,2015-12-26,St Stephen's Day,96
2363,2016-01-01,New year,98
2364,2016-01-06,Epiphany,98
2365,2016-03-28,Easter Monday,98
2366,2016-04-25,Liberation Day,98
2367,2016-05-01,International Workers' Day,98
2368,2016-06-02,Republic Day,98
2369,2016-08-15,Assumption of Mary to Heaven,98
2370,2016-11-01,All Saints Day,98
2371,2016-12-08,Immaculate Conception,98
2372,2016-12-25,Christmas Day,98
2373,2016-12-26,St Stephen's Day,98
2374,2017-01-01,New year,98
2375,2017-01-06,Epiphany,98
2376,2017-04-17,Easter Monday,98
2377,2017-04-25,Liberation Day,98
2378,2017-05-01,International Workers' Day,98
2379,2017-06-02,Republic Day,98
2380,2017-08-15,Assumption of Mary to Heaven,98
2381,2017-11-01,All Saints Day,98
2382,2017-12-08,Immaculate Conception,98
2383,2017-12-25,Christmas Day,98
2384,2017-12-26,St Stephen's Day,98
2385,2014-01-01,New year,98
2386,2014-01-06,Epiphany,98
2387,2014-04-21,Easter Monday,98
2388,2014-04-25,Liberation Day,98
2389,2014-05-01,International Workers' Day,98
2390,2014-06-02,Republic Day,98
2391,2014-08-15,Assumption of Mary to Heaven,98
2392,2014-11-01,All Saints Day,98
2393,2014-12-08,Immaculate Conception,98
2394,2014-12-25,Christmas Day,98
2395,2014-12-26,St Stephen's Day,98
2396,2015-01-01,New year,98
2397,2015-01-06,Epiphany,98
2398,2015-04-06,Easter Monday,98
2399,2015-04-25,Liberation Day,98
2400,2015-05-01,International Workers' Day,98
2401,2015-06-02,Republic Day,98
2402,2015-08-15,Assumption of Mary to Heaven,98
2403,2015-11-01,All Saints Day,98
2404,2015-12-08,Immaculate Conception,98
2405,2015-12-25,Christmas Day,98
2406,2015-12-26,St Stephen's Day,98
2407,2016-01-01,New year,99
2408,2016-01-06,Epiphany,99
2409,2016-03-28,Easter Monday,99
2410,2016-04-25,Liberation Day,99
2411,2016-05-01,International Workers' Day,99
2412,2016-06-02,Republic Day,99
2413,2016-08-15,Assumption of Mary to Heaven,99
2414,2016-11-01,All Saints Day,99
2415,2016-12-08,Immaculate Conception,99
2416,2016-12-25,Christmas Day,99
2417,2016-12-26,St Stephen's Day,99
2418,2017-01-01,New year,99
2419,2017-01-06,Epiphany,99
2420,2017-04-17,Easter Monday,99
2421,2017-04-25,Liberation Day,99
2422,2017-05-01,International Workers' Day,99
2423,2017-06-02,Republic Day,99
2424,2017-08-15,Assumption of Mary to Heaven,99
2425,2017-11-01,All Saints Day,99
2426,2017-12-08,Immaculate Conception,99
2427,2017-12-25,Christmas Day,99
2428,2017-12-26,St Stephen's Day,99
2429,2014-01-01,New year,99
2430,2014-01-06,Epiphany,99
2431,2014-04-21,Easter Monday,99
2432,2014-04-25,Liberation Day,99
2433,2014-05-01,International Workers' Day,99
2434,2014-06-02,Republic Day,99
2435,2014-08-15,Assumption of Mary to Heaven,99
2436,2014-11-01,All Saints Day,99
2437,2014-12-08,Immaculate Conception,99
2438,2014-12-25,Christmas Day,99
2439,2014-12-26,St Stephen's Day,99
2440,2015-01-01,New year,99
2441,2015-01-06,Epiphany,99
2442,2015-04-06,Easter Monday,99
2443,2015-04-25,Liberation Day,99
2444,2015-05-01,International Workers' Day,99
2445,2015-06-02,Republic Day,99
2446,2015-08-15,Assumption of Mary to Heaven,99
2447,2015-11-01,All Saints Day,99
2448,2015-12-08,Immaculate Conception,99
2449,2015-12-25,Christmas Day,99
2450,2015-12-26,St Stephen's Day,99
2451,2016-01-01,New year,100
2452,2016-01-06,Epiphany,100
2453,2016-03-28,Easter Monday,100
2454,2016-04-25,Liberation Day,100
2455,2016-05-01,International Workers' Day,100
2456,2016-06-02,Republic Day,100
2457,2016-08-15,Assumption of Mary to Heaven,100
2458,2016-11-01,All Saints Day,100
2459,2016-12-08,Immaculate Conception,100
2460,2016-12-25,Christmas Day,100
2461,2016-12-26,St Stephen's Day,100
2462,2017-01-01,New year,100
2463,2017-01-06,Epiphany,100
2464,2017-04-17,Easter Monday,100
2465,2017-04-25,Liberation Day,100
2466,2017-05-01,International Workers' Day,100
2467,2017-06-02,Republic Day,100
2468,2017-08-15,Assumption of Mary to Heaven,100
2469,2017-11-01,All Saints Day,100
2470,2017-12-08,Immaculate Conception,100
2471,2017-12-25,Christmas Day,100
2472,2017-12-26,St Stephen's Day,100
2473,2015-01-01,New year,100
2474,2015-01-06,Epiphany,100
2475,2015-04-06,Easter Monday,100
2476,2015-04-25,Liberation Day,100
2477,2015-05-01,International Workers' Day,100
2478,2015-06-02,Republic Day,100
2479,2015-08-15,Assumption of Mary to Heaven,100
2480,2015-11-01,All Saints Day,100
2481,2015-12-08,Immaculate Conception,100
2482,2015-12-25,Christmas Day,100
2483,2015-12-26,St Stephen's Day,100
2484,2016-01-01,New year,101
2485,2016-01-06,Epiphany,101
2486,2016-03-28,Easter Monday,101
2487,2016-04-25,Liberation Day,101
2488,2016-05-01,International Workers' Day,101
2489,2016-06-02,Republic Day,101
2490,2016-08-15,Assumption of Mary to Heaven,101
2491,2016-11-01,All Saints Day,101
2492,2016-12-08,Immaculate Conception,101
2493,2016-12-25,Christmas Day,101
2494,2016-12-26,St Stephen's Day,101
2495,2017-01-01,New year,101
2496,2017-01-06,Epiphany,101
2497,2017-04-17,Easter Monday,101
2498,2017-04-25,Liberation Day,101
2499,2017-05-01,International Workers' Day,101
2500,2017-06-02,Republic Day,101
2501,2017-08-15,Assumption of Mary to Heaven,101
2502,2017-11-01,All Saints Day,101
2503,2017-12-08,Immaculate Conception,101
2504,2017-12-25,Christmas Day,101
2505,2017-12-26,St Stephen's Day,101
2506,2015-01-01,New year,101
2507,2015-01-06,Epiphany,101
2508,2015-04-06,Easter Monday,101
2509,2015-04-25,Liberation Day,101
2510,2015-05-01,International Workers' Day,101
2511,2015-06-02,Republic Day,101
2512,2015-08-15,Assumption of Mary to Heaven,101
2513,2015-11-01,All Saints Day,101
2514,2015-12-08,Immaculate Conception,101
2515,2015-12-25,Christmas Day,101
2516,2015-12-26,St Stephen's Day,101
2517,2016-01-01,New year,102
2518,2016-01-06,Epiphany,102
2519,2016-03-28,Easter Monday,102
2520,2016-04-25,Liberation Day,102
2521,2016-05-01,International Workers' Day,102
2522,2016-06-02,Republic Day,102
2523,2016-08-15,Assumption of Mary to Heaven,102
2524,2016-11-01,All Saints Day,102
2525,2016-12-08,Immaculate Conception,102
2526,2016-12-25,Christmas Day,102
2527,2016-12-26,St Stephen's Day,102
2528,2017-01-01,New year,102
2529,2017-01-06,Epiphany,102
2530,2017-04-17,Easter Monday,102
2531,2017-04-25,Liberation Day,102
2532,2017-05-01,International Workers' Day,102
2533,2017-06-02,Republic Day,102
2534,2017-08-15,Assumption of Mary to Heaven,102
2535,2017-11-01,All Saints Day,102
2536,2017-12-08,Immaculate Conception,102
2537,2017-12-25,Christmas Day,102
2538,2017-12-26,St Stephen's Day,102
2539,2015-01-01,New year,102
2540,2015-01-06,Epiphany,102
2541,2015-04-06,Easter Monday,102
2542,2015-04-25,Liberation Day,102
2543,2015-05-01,International Workers' Day,102
2544,2015-06-02,Republic Day,102
2545,2015-08-15,Assumption of Mary to Heaven,102
2546,2015-11-01,All Saints Day,102
2547,2015-12-08,Immaculate Conception,102
2548,2015-12-25,Christmas Day,102
2549,2015-12-26,St Stephen's Day,102
2550,2016-01-01,New year,105
2551,2016-01-06,Epiphany,105
2552,2016-03-28,Easter Monday,105
2553,2016-04-25,Liberation Day,105
2554,2016-05-01,International Workers' Day,105
2555,2016-06-02,Republic Day,105
